,TUMOR_CLASS,TUMOR_TYPE,channel,Min,Max,stddev
0,M,DC,B,115,236,22.193661240158
0,M,DC,R,89,246,37.52566529167943
0,M,DC,G,67,224,53.067766640365484
0,M,DC,B,124,241,23.346478235992617
0,M,DC,R,88,246,34.98201671717709
0,M,DC,G,64,221,46.92540070762608
0,M,DC,B,125,242,23.40643573551818
0,M,DC,R,87,243,37.68946678529791
0,M,DC,G,61,221,46.84029587727179
0,M,DC,B,113,250,27.082414581582043
0,M,DC,R,94,251,24.380657234484868
0,M,DC,G,76,225,35.887689488629505
0,M,DC,B,134,249,14.87443209178846
0,M,DC,R,92,251,34.072153445517145
0,M,DC,G,70,225,52.59843758031929
0,M,DC,B,129,244,21.668428774878226
0,M,DC,R,81,243,33.72422640989167
0,M,DC,G,67,220,40.80983037133997
0,M,DC,B,103,253,24.077205125952684
0,M,DC,R,88,246,33.305313745716745
0,M,DC,G,64,220,45.775801905122435
0,M,DC,B,121,240,20.320635886459147
0,M,DC,R,92,246,33.09230187033223
0,M,DC,G,71,226,48.036656206992326
0,M,DC,B,132,246,20.399831432271643
0,M,DC,R,92,242,34.29104401141679
0,M,DC,G,62,224,51.77900371088282
0,M,DC,B,110,248,25.64954980139171
0,M,DC,R,95,242,32.41298324949142
0,M,DC,G,68,221,45.41991002833845
0,M,DC,B,132,244,18.78172207245894
0,M,DC,R,113,245,18.264691482528843
0,M,DC,G,82,223,33.775162685365395
0,M,DC,B,142,245,11.109769807731292
0,M,DC,R,96,237,22.706698074664136
0,M,DC,G,73,218,49.31251458965839
0,M,DC,B,128,234,16.575667611225526
0,M,DC,R,94,241,32.691827402445185
0,M,DC,G,64,224,45.8485701035597
0,M,DC,B,114,251,25.401582836532082
0,M,DC,R,84,242,34.08386648528899
0,M,DC,G,64,222,48.63712729486205
0,M,DC,B,108,250,24.93533454694317
0,M,DC,R,85,235,31.12970492645964
0,M,DC,G,63,227,44.17116360972745
0,M,DC,B,106,244,24.075192790761804
0,M,DC,R,86,235,33.69808514009384
0,M,DC,G,64,217,42.636643651891426
0,M,DC,B,122,236,20.96071303731341
0,M,DC,R,132,255,20.138562894177145
0,M,DC,G,81,237,36.80673677865869
0,M,DC,B,130,255,20.651916725000195
0,M,DC,R,114,254,21.30593159369795
0,M,DC,G,87,230,31.58774210236887
0,M,DC,B,118,255,18.778966593241613
0,M,DC,R,117,255,29.052592278000695
0,M,DC,G,76,244,35.70095088597829
0,M,DC,B,127,255,25.4352450274892
0,M,DC,R,127,255,26.39579056176237
0,M,DC,G,78,243,33.04716137337314
0,M,DC,B,134,255,22.115812946098185
0,M,DC,R,113,255,24.45836085932899
0,M,DC,G,78,229,34.28780800137573
0,M,DC,B,116,254,21.100523595653204
0,M,DC,R,118,255,20.047869528165094
0,M,DC,G,87,227,31.089424408075686
0,M,DC,B,111,250,19.772186847402352
0,M,DC,R,110,255,26.919710410536688
0,M,DC,G,71,225,32.368768593477284
0,M,DC,B,115,255,23.521733670590073
0,M,DC,R,107,255,31.51229359080471
0,M,DC,G,75,240,37.33989234208919
0,M,DC,B,108,255,28.02730507403658
0,M,DC,R,110,255,29.795165714482327
0,M,DC,G,71,227,36.24853458517973
0,M,DC,B,118,255,26.522345447675466
0,M,DC,R,112,255,23.70585735014216
0,M,DC,G,81,225,26.90155098917157
0,M,DC,B,115,253,20.55059859154676
0,M,DC,R,110,255,28.810906331360354
0,M,DC,G,72,231,38.984719591588885
0,M,DC,B,112,255,25.579332378503768
0,M,DC,R,115,255,25.92284120484766
0,M,DC,G,80,239,31.360114422661272
0,M,DC,B,123,255,23.298474220938342
0,M,DC,R,101,255,23.910701144626522
0,M,DC,G,79,228,35.94451212143692
0,M,DC,B,108,253,22.991386988028005
0,M,DC,R,116,255,27.707207406918968
0,M,DC,G,81,240,31.3890017792287
0,M,DC,B,109,255,25.681498624258914
0,M,DC,R,114,255,25.280566931619262
0,M,DC,G,79,236,28.16422968074061
0,M,DC,B,116,255,21.87124824004335
0,M,DC,R,120,255,25.734434401357962
0,M,DC,G,76,246,30.288617150941096
0,M,DC,B,121,255,22.824767533583255
0,M,DC,R,115,255,24.915611556937392
0,M,DC,G,81,226,31.816643939011502
0,M,DC,B,113,255,22.837880828594606
0,M,DC,R,94,245,25.965910828197785
0,M,DC,G,73,217,31.28113037117295
0,M,DC,B,103,248,22.975148321360745
0,M,DC,R,141,255,20.52924859396185
0,M,DC,G,84,252,33.259647984712075
0,M,DC,B,152,255,18.467702203027205
0,M,DC,R,118,255,22.959920757069295
0,M,DC,G,76,216,31.82293876306653
0,M,DC,B,125,254,20.32054576771563
0,M,DC,R,141,255,21.399601636241858
0,M,DC,G,77,249,30.2682363826219
0,M,DC,B,146,255,18.86504056910766
0,M,DC,R,139,255,21.475191655121645
0,M,DC,G,82,251,28.280447441987214
0,M,DC,B,146,255,19.559951873223273
0,M,DC,R,110,255,24.75314378784041
0,M,DC,G,76,230,32.631716205719414
0,M,DC,B,109,255,22.55148809249752
0,M,DC,R,130,255,22.687360781520905
0,M,DC,G,73,250,32.62002202599839
0,M,DC,B,138,255,21.318991033576438
0,M,DC,R,116,255,22.196862597311103
0,M,DC,G,70,227,28.93293808989382
0,M,DC,B,124,255,20.40874925172397
0,M,DC,R,129,255,20.424257827899975
0,M,DC,G,69,229,24.250186125648025
0,M,DC,B,130,255,18.78985068283289
0,M,DC,R,133,255,19.692488348155106
0,M,DC,G,86,248,26.946491310115366
0,M,DC,B,147,255,19.049776485542637
0,M,DC,R,145,255,20.870051557757474
0,M,DC,G,76,251,29.01014924295911
0,M,DC,B,147,255,18.679871377841714
0,M,DC,R,139,255,20.47209782743781
0,M,DC,G,78,252,31.42134676001197
0,M,DC,B,148,255,18.431684240020907
0,M,DC,R,103,253,22.21591959931495
0,M,DC,G,86,226,21.791495524580007
0,M,DC,B,113,250,16.86283899155102
0,M,DC,R,109,245,14.238607025460865
0,M,DC,G,97,228,14.541405441641245
0,M,DC,B,125,251,11.211853506213279
0,M,DC,R,107,249,17.684274108559027
0,M,DC,G,95,228,17.731559086041308
0,M,DC,B,121,251,13.359871287083708
0,M,DC,R,84,253,33.3831727756438
0,M,DC,G,73,227,32.81384572079872
0,M,DC,B,86,248,24.809370227616075
0,M,DC,R,100,245,23.491500585235958
0,M,DC,G,90,232,24.59798606766888
0,M,DC,B,117,252,16.751499937654774
0,M,DC,R,107,249,16.76162581242465
0,M,DC,G,89,225,16.840183663796456
0,M,DC,B,118,255,12.651470448351983
0,M,DC,R,107,253,22.45854386188313
0,M,DC,G,90,225,21.273232733681134
0,M,DC,B,124,250,16.369707239817107
0,M,DC,R,97,251,25.79296368176749
0,M,DC,G,86,230,25.977656967140277
0,M,DC,B,109,255,19.28041557926548
0,M,DC,R,95,255,18.729610656646365
0,M,DC,G,89,228,18.416384188705678
0,M,DC,B,115,251,14.415444983614012
0,M,DC,R,98,247,24.39079590912805
0,M,DC,G,89,229,24.762910660424847
0,M,DC,B,116,246,17.57927137919896
0,M,DC,R,103,255,21.651036364613322
0,M,DC,G,86,227,20.913538657759577
0,M,DC,B,113,248,16.26905116257244
0,M,DC,R,104,250,20.88366745814748
0,M,DC,G,89,226,20.130968028414205
0,M,DC,B,116,253,16.08329032235676
0,M,DC,R,96,255,35.87510527244934
0,M,DC,G,76,241,32.353169574866435
0,M,DC,B,107,255,27.00940839744133
0,M,DC,R,104,246,19.351636726391828
0,M,DC,G,91,227,19.300023909090598
0,M,DC,B,119,247,14.18100068205867
0,M,DC,R,106,247,15.181290383056558
0,M,DC,G,91,230,15.600087615635815
0,M,DC,B,116,251,12.212954545852158
0,M,DC,R,108,251,18.750256756165264
0,M,DC,G,91,225,17.831099239918345
0,M,DC,B,124,250,13.666681208246285
0,M,DC,R,100,255,19.928885236757054
0,M,DC,G,87,228,19.59287257578529
0,M,DC,B,114,249,15.22360690840289
0,M,DC,R,104,253,21.677927970785888
0,M,DC,G,86,227,20.864666656316487
0,M,DC,B,115,250,16.298533162883242
0,M,DC,R,104,249,22.743821219249167
0,M,DC,G,92,228,23.029705501257975
0,M,DC,B,113,250,16.207534615661984
0,M,DC,R,104,246,24.54037408115851
0,M,DC,G,96,226,22.425902225098696
0,M,DC,B,121,244,16.19745978024731
0,M,DC,R,94,255,33.70364050361995
0,M,DC,G,84,237,30.382888567751774
0,M,DC,B,110,255,24.10097628689656
0,M,DC,R,103,240,14.993401639278149
0,M,DC,G,95,232,16.257571438004064
0,M,DC,B,120,252,11.442116767257083
0,M,DC,R,104,252,20.253044918484704
0,M,DC,G,79,224,19.659740387796965
0,M,DC,B,117,255,13.81931529616168
0,M,DC,R,95,252,21.087382486210732
0,M,DC,G,77,227,20.38994717233251
0,M,DC,B,112,253,16.260209491843476
0,M,DC,R,101,249,18.200940990267615
0,M,DC,G,79,224,19.388799511491623
0,M,DC,B,113,251,14.070871219789732
0,M,DC,R,84,248,25.80589259033831
0,M,DC,G,78,230,31.241238467918727
0,M,DC,B,95,240,14.793908561742466
0,M,DC,R,92,244,19.84613896426058
0,M,DC,G,81,228,19.768436247449117
0,M,DC,B,109,250,15.603427998081306
0,M,DC,R,106,246,18.267898666460106
0,M,DC,G,88,225,20.542508125282577
0,M,DC,B,120,250,14.060059413839232
0,M,DC,R,95,249,22.480101980369138
0,M,DC,G,88,228,24.31176864218238
0,M,DC,B,116,249,16.214649283784347
0,M,DC,R,95,248,22.322930528669957
0,M,DC,G,88,228,23.71705216168287
0,M,DC,B,109,255,15.98145275833213
0,M,DC,R,101,249,21.212152709212898
0,M,DC,G,89,229,22.618007691598137
0,M,DC,B,112,250,16.414213156155334
0,M,DC,R,103,252,25.92045561070816
0,M,DC,G,84,225,26.596749878534023
0,M,DC,B,108,249,17.05973914205263
0,M,DC,R,97,242,22.200747512112933
0,M,DC,G,92,227,22.558474728080405
0,M,DC,B,110,251,15.81164196244475
0,M,DC,R,112,238,19.243335762409934
0,M,DC,G,101,216,18.130160851513335
0,M,DC,B,137,243,11.064369590963285
0,M,DC,R,95,230,21.908819366791093
0,M,DC,G,96,219,23.959957977449676
0,M,DC,B,122,243,12.766574503472578
0,M,DC,R,116,253,23.816627855782937
0,M,DC,G,96,224,23.277834678703282
0,M,DC,B,126,250,14.178474830151263
0,M,DC,R,126,245,16.158706348227824
0,M,DC,G,105,219,16.8442850428059
0,M,DC,B,148,242,10.298395964336043
0,M,DC,R,114,245,23.564758069438874
0,M,DC,G,106,221,22.26042400490601
0,M,DC,B,140,244,12.372580863803035
0,M,DC,R,112,253,23.79430227171964
0,M,DC,G,101,223,23.58532984365383
0,M,DC,B,123,251,13.384926548371016
0,M,DC,R,104,242,19.852217069616717
0,M,DC,G,98,222,19.63980874344895
0,M,DC,B,123,240,11.523052111104974
0,M,DC,R,121,240,19.43006004880496
0,M,DC,G,107,218,20.090588777387286
0,M,DC,B,140,236,10.57378978613529
0,M,DC,R,115,249,21.064932943171502
0,M,DC,G,103,226,21.501713652175116
0,M,DC,B,137,249,12.783030413194378
0,M,DC,R,117,245,24.831759585232003
0,M,DC,G,107,218,25.410551798998647
0,M,DC,B,141,241,12.73899751212371
0,M,DC,R,106,239,25.31068718312167
0,M,DC,G,101,219,25.212204980700353
0,M,DC,B,134,246,14.064667445861586
0,M,DC,R,120,248,22.942817036818504
0,M,DC,G,107,219,23.027839219744415
0,M,DC,B,143,244,12.709566635146498
0,M,DC,R,108,240,23.52240930913997
0,M,DC,G,101,220,23.80850301988344
0,M,DC,B,135,243,12.826064181637665
0,M,DC,R,126,247,22.476487096560373
0,M,DC,G,110,221,22.324012208320948
0,M,DC,B,140,245,11.204873001086584
0,M,DC,R,114,247,21.091290290280018
0,M,DC,G,101,220,20.714137921366472
0,M,DC,B,139,242,11.383141215971445
0,M,DC,R,115,255,23.8152057956021
0,M,DC,G,96,233,22.93202665722509
0,M,DC,B,132,253,14.027293696474882
0,M,DC,R,118,245,22.37931269424474
0,M,DC,G,106,222,21.66937649364975
0,M,DC,B,138,249,12.085896990496012
0,M,DC,R,117,245,22.216243206517635
0,M,DC,G,106,223,21.115434751298636
0,M,DC,B,136,245,12.100739751977228
0,M,DC,R,111,240,28.335935359172584
0,M,DC,G,101,223,27.552328952680348
0,M,DC,B,131,244,15.769322954552294
0,M,DC,R,111,253,23.60637288303444
0,M,DC,G,97,223,22.933015898913563
0,M,DC,B,134,252,14.321859182927515
0,M,DC,R,122,241,20.199306033256075
0,M,DC,G,104,218,20.004765973748395
0,M,DC,B,140,245,12.583193703254432
0,M,DC,R,109,245,19.725001989309163
0,M,DC,G,104,223,19.410563864846623
0,M,DC,B,136,245,10.967689707267835
0,M,DC,R,114,254,30.203539536742646
0,M,DC,G,100,227,27.53550977624752
0,M,DC,B,125,255,17.972958488732154
0,M,DC,R,117,249,24.01798839189468
0,M,DC,G,104,226,22.291823243043318
0,M,DC,B,137,247,12.36243818469335
0,M,DC,R,133,241,18.45475699372113
0,M,DC,G,113,217,20.021093468181412
0,M,DC,B,153,237,9.316753314477346
0,M,DC,R,117,246,22.11529010698995
0,M,DC,G,105,226,20.677238674154584
0,M,DC,B,142,247,11.901914078016526
0,M,DC,R,99,230,19.006036458084424
0,M,DC,G,96,215,18.456292594795382
0,M,DC,B,117,237,11.162223414122078
0,M,DC,R,114,246,22.152048953908594
0,M,DC,G,103,221,22.692400256696498
0,M,DC,B,137,242,12.04819050899788
0,M,DC,R,120,237,19.49714599873265
0,M,DC,G,105,218,18.678891822623378
0,M,DC,B,137,238,10.893352779328097
0,M,DC,R,113,236,20.43072782953669
0,M,DC,G,104,222,21.218197942387643
0,M,DC,B,137,240,11.844532515151892
0,M,DC,R,99,243,19.870541097635723
0,M,DC,G,100,219,19.771745322730123
0,M,DC,B,114,242,11.209938696584429
0,M,DC,R,120,241,22.38931646827984
0,M,DC,G,106,220,22.05940637540099
0,M,DC,B,139,241,11.852381170948908
0,M,DC,R,102,235,21.54248685283214
0,M,DC,G,96,218,20.975780961796332
0,M,DC,B,135,239,10.448000586113794
0,M,DC,R,94,240,24.225710036378832
0,M,DC,G,88,222,26.105510116106153
0,M,DC,B,136,243,12.289375932317435
0,M,DC,R,86,240,29.26780478868871
0,M,DC,G,83,224,29.423531394955347
0,M,DC,B,102,236,14.683024814855758
0,M,DC,R,102,243,23.97722846187454
0,M,DC,G,93,218,24.418675224929657
0,M,DC,B,128,238,11.557609233087206
0,M,DC,R,103,242,24.285839285389375
0,M,DC,G,95,227,26.40830849107846
0,M,DC,B,139,240,11.881408801266009
0,M,DC,R,105,242,25.47122737577714
0,M,DC,G,96,220,25.836427963512605
0,M,DC,B,145,236,10.967433041323476
0,M,DC,R,97,233,25.562764542640863
0,M,DC,G,91,219,27.39932968446316
0,M,DC,B,129,232,12.747014057690999
0,M,DC,R,97,237,26.583978947305745
0,M,DC,G,91,221,27.695708335140495
0,M,DC,B,142,236,12.730593395511539
0,M,DC,R,106,232,16.29046924195421
0,M,DC,G,97,215,16.218728025571234
0,M,DC,B,144,234,7.88989023441478
0,M,DC,R,95,242,26.80097318455585
0,M,DC,G,93,223,27.538246231933726
0,M,DC,B,139,232,11.0038297273207
0,M,DC,R,104,237,27.059113452623176
0,M,DC,G,94,220,28.88847911104512
0,M,DC,B,141,235,11.518205149352541
0,M,DC,R,97,243,25.6245776966993
0,M,DC,G,91,221,26.41763501762311
0,M,DC,B,113,239,12.162117726505139
0,M,DC,R,112,241,21.579892331699885
0,M,DC,G,94,218,23.385971946237788
0,M,DC,B,149,229,9.412569289989415
0,M,DC,R,114,240,21.478031556343076
0,M,DC,G,100,221,23.51831406798217
0,M,DC,B,151,231,8.980710305127472
0,M,DC,R,93,240,24.079441363563724
0,M,DC,G,90,222,24.60229442092601
0,M,DC,B,115,243,12.311287307648666
0,M,DC,R,113,237,21.170907516062346
0,M,DC,G,104,219,23.578858128709815
0,M,DC,B,164,227,8.678429341509359
0,M,DC,R,96,242,26.477903020864478
0,M,DC,G,90,220,27.49556870593638
0,M,DC,B,134,237,13.147071440185087
0,M,DC,R,91,236,25.500055137903125
0,M,DC,G,90,218,24.973453238334425
0,M,DC,B,121,234,12.034883120786484
0,M,DC,R,83,239,20.714400005890216
0,M,DC,G,87,224,22.652081229276625
0,M,DC,B,102,241,10.98953918951656
0,M,DC,R,101,240,26.05226213130083
0,M,DC,G,92,221,28.006971346211337
0,M,DC,B,146,238,12.286589619431973
0,M,DC,R,93,240,24.280724446736517
0,M,DC,G,89,219,24.47433171472916
0,M,DC,B,140,236,11.496186185198718
0,M,DC,R,97,244,29.61638628822352
0,M,DC,G,89,220,30.246962731641737
0,M,DC,B,138,236,14.348670862279295
0,M,DC,R,104,241,22.129356559657296
0,M,DC,G,96,221,21.056012683223788
0,M,DC,B,142,235,10.199704737925835
0,M,DC,R,100,237,21.44015205442024
0,M,DC,G,92,217,21.73007015523464
0,M,DC,B,141,233,10.661971486308172
0,M,DC,R,107,255,21.178361282437905
0,M,DC,G,92,235,19.98580077073411
0,M,DC,B,122,255,17.312446184769545
0,M,DC,R,102,255,21.45835740377766
0,M,DC,G,96,237,21.114595153143295
0,M,DC,B,121,255,17.603789499898973
0,M,DC,R,114,255,19.015300193290514
0,M,DC,G,94,232,19.155098650747156
0,M,DC,B,121,255,14.74851217003463
0,M,DC,R,114,255,25.337859398095564
0,M,DC,G,94,239,22.60355629238437
0,M,DC,B,125,255,18.780361906274845
0,M,DC,R,116,254,14.683620597052968
0,M,DC,G,102,241,16.54093882117097
0,M,DC,B,127,255,12.727393197263106
0,M,DC,R,118,255,18.519792734293112
0,M,DC,G,98,235,18.114082865987076
0,M,DC,B,124,252,15.196906915931828
0,M,DC,R,113,255,19.267030408830696
0,M,DC,G,97,241,18.374708771792815
0,M,DC,B,127,255,14.551353015350921
0,M,DC,R,107,252,21.93949505941388
0,M,DC,G,96,229,21.743496671553835
0,M,DC,B,129,249,15.659421036426776
0,M,DC,R,121,253,15.331513689555505
0,M,DC,G,104,227,14.979309937260401
0,M,DC,B,132,255,12.894552212438187
0,M,DC,R,116,255,19.32762852590661
0,M,DC,G,94,242,20.91934737212232
0,M,DC,B,132,255,15.209302221957634
0,M,DC,R,93,255,24.247873924298712
0,M,DC,G,83,239,24.060675062032594
0,M,DC,B,92,251,19.046782093469478
0,M,DC,R,106,254,21.891902268289744
0,M,DC,G,91,234,20.764942267981716
0,M,DC,B,121,254,16.001536700270314
0,M,DC,R,115,244,16.487557899310346
0,M,DC,G,101,226,15.986807640209054
0,M,DC,B,119,252,14.672349830408473
0,M,DC,R,102,247,19.366352063199315
0,M,DC,G,90,236,19.55671881752065
0,M,DC,B,108,255,17.746417446523132
0,M,DC,R,125,255,16.738202342037518
0,M,DC,G,105,232,16.887715697437574
0,M,DC,B,127,255,14.57258690912464
0,M,DC,R,122,254,20.887722438985076
0,M,DC,G,103,234,20.291786922754213
0,M,DC,B,123,255,17.197111882678183
0,M,DC,R,107,248,19.90901038860843
0,M,DC,G,97,233,20.143162002293487
0,M,DC,B,123,254,16.457998131898787
0,M,DC,R,119,255,15.082394934143974
0,M,DC,G,101,233,15.235884248790834
0,M,DC,B,117,255,13.90413536129491
0,M,DC,R,107,246,14.73463434001221
0,M,DC,G,97,232,15.49460790232141
0,M,DC,B,112,250,12.953371537662775
0,M,DC,R,115,249,16.9920107787172
0,M,DC,G,100,231,17.092104524378918
0,M,DC,B,129,255,15.070841930186488
0,M,DC,R,111,251,21.189525723059383
0,M,DC,G,98,236,21.041191762173106
0,M,DC,B,123,254,17.815822243431608
0,M,DC,R,104,255,14.832027902461467
0,M,DC,G,96,233,15.237288548129031
0,M,DC,B,111,255,13.822493078977105
0,M,DC,R,97,249,16.26694256412742
0,M,DC,G,92,237,17.111483561732033
0,M,DC,B,99,252,16.505921662828154
0,M,DC,R,102,252,19.806220987971972
0,M,DC,G,94,237,20.91995546500252
0,M,DC,B,101,253,18.34815212890441
0,M,DC,R,118,254,16.297402252559944
0,M,DC,G,107,234,16.85052532882962
0,M,DC,B,132,255,14.621545052756803
0,M,DC,R,110,249,17.28608631680853
0,M,DC,G,99,236,18.034752800994855
0,M,DC,B,117,253,15.918069536322434
0,M,DC,R,101,243,17.943263200935807
0,M,DC,G,94,226,16.911912268608557
0,M,DC,B,113,249,14.959414940546676
0,M,DC,R,113,246,17.895535511087015
0,M,DC,G,97,226,18.492006498686848
0,M,DC,B,120,247,15.454519039107419
0,M,DC,R,131,255,16.71798163235833
0,M,DC,G,108,230,16.268049821236072
0,M,DC,B,126,255,15.074523769431671
0,M,DC,R,101,253,17.12195484446567
0,M,DC,G,93,233,17.102846760811268
0,M,DC,B,103,252,15.393643870995046
0,M,DC,R,104,252,17.764027033887807
0,M,DC,G,95,234,18.730152628053002
0,M,DC,B,114,253,16.064491529048833
0,M,DC,R,131,246,16.504042320736097
0,M,DC,G,118,229,17.06012767672616
0,M,DC,B,135,247,13.755273464690667
0,M,DC,R,125,253,16.288932772294974
0,M,DC,G,106,235,16.546425736761314
0,M,DC,B,130,254,14.735833837035374
0,M,DC,R,112,254,18.90812639301667
0,M,DC,G,103,232,18.882385981689907
0,M,DC,B,129,255,16.2550079750131
0,M,DC,R,134,255,17.843256203545767
0,M,DC,G,110,232,17.62125114389002
0,M,DC,B,138,255,15.239473012506812
0,M,DC,R,117,254,16.82552398427182
0,M,DC,G,99,223,16.45708123744989
0,M,DC,B,127,251,14.59328605942713
0,M,DC,R,120,255,19.14400981559828
0,M,DC,G,96,222,17.6421620477825
0,M,DC,B,124,248,12.682199409941829
0,M,DC,R,107,249,18.295713638744306
0,M,DC,G,89,221,17.54423458227685
0,M,DC,B,115,255,13.162772639959794
0,M,DC,R,111,248,19.295058301377384
0,M,DC,G,87,226,18.592183957434337
0,M,DC,B,121,249,13.800900684929157
0,M,DC,R,109,248,19.128944406993337
0,M,DC,G,97,222,18.230934613907493
0,M,DC,B,123,244,12.810690242759298
0,M,DC,R,91,242,20.51724533965517
0,M,DC,G,82,226,21.88517742147623
0,M,DC,B,110,246,14.982820804297596
0,M,DC,R,94,243,17.81032399125378
0,M,DC,G,88,227,18.126633472232193
0,M,DC,B,104,247,13.811081825157364
0,M,DC,R,109,247,19.126127263463797
0,M,DC,G,90,220,19.186396104765834
0,M,DC,B,121,243,13.019891303745974
0,M,DC,R,92,250,20.19695381632792
0,M,DC,G,86,225,19.777155243254732
0,M,DC,B,110,249,14.074854009303017
0,M,DC,R,96,249,21.159250006515652
0,M,DC,G,89,227,21.22878347766131
0,M,DC,B,110,244,14.910518744094778
0,M,DC,R,102,250,18.90115120672644
0,M,DC,G,92,223,19.14932667696184
0,M,DC,B,115,253,13.780975877818616
0,M,DC,R,106,250,17.592481883734006
0,M,DC,G,94,227,15.880229339573946
0,M,DC,B,120,253,11.792361416078219
0,M,DC,R,87,249,19.947562426062838
0,M,DC,G,86,225,19.070024142017466
0,M,DC,B,96,252,13.060854240166654
0,M,DC,R,112,255,21.161409891734444
0,M,DC,G,97,218,20.30881127215239
0,M,DC,B,138,249,11.62642740985948
0,M,DC,R,114,253,18.745840396244752
0,M,DC,G,95,224,17.23204852622005
0,M,DC,B,123,250,12.823861892330735
0,M,DC,R,103,253,19.706816216434692
0,M,DC,G,91,226,17.73067626480852
0,M,DC,B,117,247,13.001537102166877
0,M,DC,R,110,255,22.32206251757968
0,M,DC,G,97,226,21.102711607323307
0,M,DC,B,133,251,14.206088942790101
0,M,DC,R,94,255,19.00087013564522
0,M,DC,G,88,227,17.224776051377262
0,M,DC,B,109,254,12.97130257617688
0,M,DC,R,93,254,21.40298441501861
0,M,DC,G,87,228,19.4243347885664
0,M,DC,B,113,242,11.775854517101974
0,M,DC,R,93,255,17.818452696900213
0,M,DC,G,87,229,15.77066403875021
0,M,DC,B,110,251,10.87488786625823
0,M,DC,R,104,241,23.31030738461208
0,M,DC,G,92,218,20.06986971092092
0,M,DC,B,129,242,14.042932079488855
0,M,DC,R,91,252,17.606155526604308
0,M,DC,G,87,228,16.352960387136015
0,M,DC,B,106,251,11.63904711603862
0,M,DC,R,91,255,20.20253173500558
0,M,DC,G,80,220,25.71862911055743
0,M,DC,B,111,244,13.682366260279107
0,M,DC,R,92,254,22.1442365067811
0,M,DC,G,83,228,22.17902360574061
0,M,DC,B,110,253,13.376722330255705
0,M,DC,R,100,253,22.129362124766992
0,M,DC,G,87,229,20.22611014259338
0,M,DC,B,118,250,14.038903531060589
0,M,DC,R,100,241,22.727477035266492
0,M,DC,G,88,221,21.230464546316448
0,M,DC,B,113,249,14.555149620756513
0,M,DC,R,117,255,14.180579449100343
0,M,DC,G,93,222,14.327928691954822
0,M,DC,B,125,251,9.817596800167749
0,M,DC,R,100,255,21.888230638085407
0,M,DC,G,92,224,19.7998603656179
0,M,DC,B,118,255,14.26875568648854
0,M,DC,R,112,244,16.552136877675395
0,M,DC,G,96,217,15.51891212160347
0,M,DC,B,121,243,12.087045343056364
0,M,DC,R,110,255,19.288472321957197
0,M,DC,G,89,219,22.51892766619235
0,M,DC,B,132,251,11.848791676177187
0,M,DC,R,104,252,21.87064954639741
0,M,DC,G,97,228,19.443264005637847
0,M,DC,B,133,253,12.693066878517612
0,M,DC,R,89,255,22.584554196607893
0,M,DC,G,83,229,20.053915753948395
0,M,DC,B,107,249,13.788467133294782
0,M,DC,R,110,255,22.075665645457853
0,M,DC,G,95,234,22.522555753224417
0,M,DC,B,134,255,14.43813005277948
0,M,DC,R,93,246,17.61624108526399
0,M,DC,G,86,223,17.815505414935792
0,M,DC,B,103,247,10.492044757498784
0,M,DC,R,103,255,25.82219270116873
0,M,DC,G,93,230,23.832444686304086
0,M,DC,B,127,254,16.059630212009694
0,M,DC,R,91,250,18.91895215454445
0,M,DC,G,83,227,17.720242684700008
0,M,DC,B,96,252,12.334056943842354
0,M,DC,R,111,255,22.75847046830477
0,M,DC,G,93,227,21.547184956942463
0,M,DC,B,123,253,13.204074649698407
0,M,DC,R,111,255,18.86850064804664
0,M,DC,G,93,225,16.924535953137106
0,M,DC,B,127,247,11.660574563181337
0,M,DC,R,117,241,18.975995514023108
0,M,DC,G,103,218,19.66377505458804
0,M,DC,B,138,249,9.841926828706887
0,M,DC,R,112,253,24.605523579016733
0,M,DC,G,107,225,20.842382253240704
0,M,DC,B,141,246,11.720481513134356
0,M,DC,R,113,255,25.793940508769456
0,M,DC,G,96,221,20.077768827626123
0,M,DC,B,130,243,11.431760822429817
0,M,DC,R,99,255,28.357576663547828
0,M,DC,G,96,228,24.061473123495944
0,M,DC,B,132,255,15.311483351631429
0,M,DC,R,112,247,16.550313048440433
0,M,DC,G,99,219,17.91381168101056
0,M,DC,B,131,246,8.920778625060402
0,M,DC,R,114,255,26.599522394696155
0,M,DC,G,104,226,20.88523020411559
0,M,DC,B,135,250,11.814575890222594
0,M,DC,R,117,255,23.125648012401943
0,M,DC,G,107,222,18.62324598058438
0,M,DC,B,132,248,11.281105167080824
0,M,DC,R,104,249,24.99248327022521
0,M,DC,G,101,232,20.58018341815589
0,M,DC,B,137,254,12.893087141233481
0,M,DC,R,118,255,25.88248898463847
0,M,DC,G,105,222,19.896361700827857
0,M,DC,B,135,251,12.311552899026932
0,M,DC,R,104,252,24.66997163970448
0,M,DC,G,99,221,20.89772889784336
0,M,DC,B,123,244,11.170064332757336
0,M,DC,R,108,255,25.212401102294773
0,M,DC,G,101,223,18.3867288249649
0,M,DC,B,128,252,11.982142800796701
0,M,DC,R,118,255,17.793833312292236
0,M,DC,G,111,216,17.205722620414143
0,M,DC,B,134,246,9.247500546897397
0,M,DC,R,116,245,24.866531017080217
0,M,DC,G,107,218,20.759150078531253
0,M,DC,B,143,240,11.415538502684216
0,M,DC,R,45,255,21.419784950177988
0,M,DC,G,33,214,18.155388298027162
0,M,DC,B,55,236,9.602257605372289
0,M,DC,R,123,255,16.351882397492496
